x-axis,1,2
second,Volt,Volt
-500.0000E-06,+2.4201004766E+00,-283.8040162E-03
-499.5000E-06,+2.4201004766E+00,-266.9195943E-03
-499.0000E-06,+2.3919597734E+00,-266.9195943E-03
-498.5000E-06,+2.4271356524E+00,-266.9195943E-03
-498.0000E-06,+2.4201004766E+00,-266.9195943E-03
-497.5000E-06,+2.4412060040E+00,-283.8040162E-03
-497.0000E-06,+2.4482411798E+00,-266.9195943E-03
-496.5000E-06,+2.4482411798E+00,-283.8040162E-03
-496.0000E-06,+2.4482411798E+00,-266.9195943E-03
-495.5000E-06,+2.4693467072E+00,-271.1406997E-03
-495.0000E-06,+2.4623115314E+00,-275.3618052E-03
-494.5000E-06,+2.4693467072E+00,-296.4673326E-03
-494.0000E-06,+2.4763818830E+00,-266.9195943E-03
-493.5000E-06,+2.4552763556E+00,-283.8040162E-03
-493.0000E-06,-1.5618090284E+00,+231.1708527E-03
-492.5000E-06,-2.5326632895E+00,+226.9497472E-03
-492.0000E-06,-2.5045225862E+00,+222.7286417E-03
-491.5000E-06,-2.5326632895E+00,+273.3819075E-03
-491.0000E-06,-2.5326632895E+00,+248.0552746E-03
-490.5000E-06,-2.5537688169E+00,+260.7185910E-03
-490.0000E-06,-2.5326632895E+00,+273.3819075E-03
-489.5000E-06,-2.5608039927E+00,+273.3819075E-03
-489.0000E-06,-2.5608039927E+00,+264.9396965E-03
-488.5000E-06,-2.5608039927E+00,+260.7185910E-03
-488.0000E-06,-2.5608039927E+00,+273.3819075E-03
-487.5000E-06,-2.5889446959E+00,+273.3819075E-03
-487.0000E-06,-2.5608039927E+00,+273.3819075E-03
-486.5000E-06,-2.5678391685E+00,+273.3819075E-03
-486.0000E-06,-2.5889446959E+00,+290.2663294E-03
-485.5000E-06,-2.5678391685E+00,+273.3819075E-03
-485.0000E-06,-2.5748743443E+00,+281.8241185E-03
-484.5000E-06,+2.4060301250E+00,-794.5577796E-03
-484.0000E-06,+2.3919597734E+00,-250.0351723E-03
-483.5000E-06,+2.3989949492E+00,-266.9195943E-03
-483.0000E-06,+2.4060301250E+00,-275.3618052E-03
-482.5000E-06,+2.3989949492E+00,-250.0351723E-03
-482.0000E-06,+2.4482411798E+00,-283.8040162E-03
-481.5000E-06,+2.3989949492E+00,-266.9195943E-03
-481.0000E-06,+2.4341708282E+00,-283.8040162E-03
-480.5000E-06,+2.4412060040E+00,-266.9195943E-03
-480.0000E-06,+2.4482411798E+00,-283.8040162E-03
-479.5000E-06,+2.4482411798E+00,-279.5829107E-03
