x-axis,1,2
second,Volt,Volt
-100.0000E-06,+24.4495914E-03,+5.2295856E-03
-99.9000E-06,+24.3685597E-03,+4.5474234E-03
-99.8000E-06,+24.4023562E-03,+4.6148891E-03
-99.7000E-06,+24.4380360E-03,+4.2858635E-03
-99.6000E-06,+24.4197548E-03,+4.0565970E-03
-99.5000E-06,+24.4090759E-03,+4.0417689E-03
-99.4000E-06,+24.3942550E-03,+4.1082430E-03
-99.3000E-06,+24.3931871E-03,+4.7735673E-03
-99.2000E-06,+24.4054981E-03,+4.2772018E-03
-99.1000E-06,+24.3953738E-03,+5.1041087E-03
-99.0000E-06,+24.3585123E-03,+4.6667677E-03
-98.9000E-06,+24.3892454E-03,+4.8675402E-03
-98.8000E-06,+24.4891469E-03,+4.9774117E-03
-98.7000E-06,+24.5076514E-03,+4.6161616E-03
-98.6000E-06,+24.4841949E-03,+4.6406058E-03
-98.5000E-06,+22.3310007E-03,+4.4106291E-03
-98.4000E-06,-25.8093848E-03,+63.9920329E-03
-98.3000E-06,-26.3774234E-03,+25.4098888E-03
-98.2000E-06,-26.4083274E-03,-5.6464853E-03
-98.1000E-06,-26.3821956E-03,+6.6855235E-03
-98.0000E-06,-26.3528674E-03,+13.8571270E-03
-97.9000E-06,-26.3560111E-03,+9.6769889E-03
-97.8000E-06,-26.3330607E-03,+8.4040784E-03
-97.7000E-06,-26.3713824E-03,+9.7074004E-03
-97.6000E-06,-26.4157167E-03,+9.5881700E-03
-97.5000E-06,-26.3261817E-03,+10.0882382E-03
-97.4000E-06,-26.3895946E-03,+9.5195203E-03
-97.3000E-06,-26.4126122E-03,+10.1761617E-03
-97.2000E-06,-26.4612931E-03,+10.3796977E-03
-97.1000E-06,-26.4331285E-03,+10.7037162E-03
-97.0000E-06,-26.3955286E-03,+10.9078979E-03
-96.9000E-06,-26.3345407E-03,+10.6727164E-03
-96.8000E-06,-26.3647582E-03,+10.7420943E-03
-96.7000E-06,-26.4023195E-03,+9.7209855E-03
-96.6000E-06,-26.3379438E-03,+10.1519513E-03
-96.5000E-06,-26.3654037E-03,+10.0680757E-03
-96.4000E-06,-26.3459829E-03,+10.0061209E-03
-96.3000E-06,-26.4002735E-03,+9.7656248E-03
-96.2000E-06,-26.4340401E-03,+9.6938182E-03
-96.1000E-06,-26.3901898E-03,+9.9781100E-03
-96.0000E-06,-22.3892540E-03,+9.4714651E-03
-95.9000E-06,+23.9416333E-03,-49.5748419E-03
-95.8000E-06,+24.3921774E-03,-8.4584822E-03
-95.7000E-06,+24.4107921E-03,+20.8658411E-03
