x-axis,1,2
second,Volt,Volt
-25.00000E-03,+4.23942835E+00,-45.06362E-03
-24.97500E-03,+4.87217005E+00,-53.42171E-03
-24.95000E-03,+4.89275799E+00,-53.53720E-03
-24.92500E-03,+4.89710623E+00,-53.51233E-03
-24.90000E-03,+4.89708060E+00,-53.46706E-03
-24.87500E-03,+4.89610673E+00,-53.41524E-03
-24.85000E-03,+4.89550020E+00,-53.37471E-03
-24.82500E-03,+4.89489367E+00,-53.33819E-03
-24.80000E-03,+4.89453487E+00,-53.30959E-03
-24.77500E-03,+4.89346703E+00,-53.27498E-03
-24.75000E-03,+4.89294593E+00,-53.24446E-03
-24.72500E-03,+4.89235648E+00,-53.21832E-03
-24.70000E-03,+4.89189517E+00,-53.18517E-03
-24.67500E-03,+4.89168161E+00,-53.15265E-03
-24.65000E-03,+4.89102382E+00,-53.12469E-03
-24.62500E-03,+4.89059668E+00,-53.10648E-03
-24.60000E-03,+4.89007558E+00,-53.07369E-03
-24.57500E-03,+4.88995598E+00,-53.04718E-03
-24.55000E-03,+4.88952884E+00,-53.02004E-03
-24.52500E-03,+4.88911025E+00,-52.99882E-03
-24.50000E-03,-3.30012434E+00,+33.95830E-03
-24.47500E-03,-5.10990524E+00,+53.83731E-03
-24.45000E-03,-5.13411528E+00,+53.98422E-03
-24.42500E-03,-5.13947155E+00,+53.98859E-03
-24.40000E-03,-5.14075296E+00,+53.96473E-03
-24.37500E-03,-5.14153889E+00,+53.92939E-03
-24.35000E-03,-5.14153889E+00,+53.89787E-03
-24.32500E-03,-5.14111175E+00,+53.85097E-03
-24.30000E-03,-5.14047105E+00,+53.82228E-03
-24.27500E-03,-5.14039417E+00,+53.79650E-03
-24.25000E-03,-5.14000120E+00,+53.76317E-03
-24.22500E-03,-5.13960824E+00,+53.73557E-03
-24.20000E-03,-5.13959115E+00,+53.69823E-03
-24.17500E-03,-5.13918964E+00,+53.67664E-03
-24.15000E-03,-5.13918964E+00,+53.64877E-03
-24.12500E-03,-5.13910422E+00,+53.61926E-03
-24.10000E-03,-5.13897608E+00,+53.58893E-03
-24.07500E-03,-5.13895899E+00,+53.56926E-03
-24.05000E-03,-5.13876251E+00,+53.54339E-03
-24.02500E-03,-5.13854894E+00,+53.51661E-03
-24.00000E-03,+2.27308163E+00,-25.03156E-03
-23.97500E-03,+4.87182837E+00,-53.42617E-03
-23.95000E-03,+4.89290322E+00,-53.54029E-03
-23.92500E-03,+4.89697809E+00,-53.52253E-03
-23.90000E-03,+4.89721728E+00,-53.46242E-03
